,Character,Dialog
323,Tony Stark,Happy was concerned.
324,Pepper Potts,"No, you're spying on me."
325,Tony Stark,I wasn't...
326,Pepper Potts,I'm going to bed.
327,Tony Stark,Hold on. Come on. Pep.
328,Tony Stark,"Hey, I admit it! My fault. Sorry."
329,Tony Stark,"I'm a piping hot mess. It's been going on for a while, I haven't said anything."
330,Tony Stark,Nothing's been the same since New York.
331,Pepper Potts,"Oh really? Well, I didn't notice that, at all."
332,Tony Stark,"You experience things and then they're over and you still can't explain 'em. Gods, aliens, other dimensions. I...I'm just a man in a can. The only reason I haven't cracked up is probably because you moved in. Which is great. I love you, I'm lucky. But, honey, I can't sleep. You go to bed, I come down here. I do what I know, I tinker."
333,Tony Stark,"But threat is imminent, and I have to protect the one thing that I can't live without. That's you. My suits, they're uh..."
334,Pepper Potts,Machines.
335,Tony Stark,They're part of me.
336,Pepper Potts,A distraction.
337,Tony Stark,Maybe.
338,Pepper Potts,I'm gonna take a shower.
339,Tony Stark,Okay.
340,Pepper Potts,And you're gonna join me.
341,Tony Stark,Better.
342,Pepper Potts,Tony! Tony! Tony! Tony...
343,Tony Stark,Power down!
344,Tony Stark,"I must have called it in my sleep. That's not supposed to happen. I'll recalibrate the sensors. Can we just...just let me...just let me catch my breath, okay?"
345,Tony Stark,"Don't go, alright? Pepper?"
346,Pepper Potts,I'm going to sleep downstairs. Tinker with that.
347,Savin,Can you regulate?
348,Taggert,"Yes, I can regulate."
349,Savin,Are you sure about that?
350,Taggert,Yes.
351,Savin,It's a decent batch. Don't say I never did nothin' for you.
352,Taggert,Thank you...I mean for understanding.
353,Happy Hogan,"I'm sorry, buddy."
354,Savin,"What are you doin', buddy? You out by yourself? A little date night? Watching your favorite chick flick maybe?"
355,Happy Hogan,"Yeah, a little movie called ""The Party's Over"", starring you and your junkie girlfriend, and here's the ticket."
356,Savin,No kidding? That doesn't belong to you.
357,Taggert,Savin!
358,Savin,What?
359,Taggert,Help! Help me!
360,The Mandarin,"True story about fortune cookies. They look Chinese, they sound Chinese, but they're actually an American invention. Which is why they're hollow, full of lies, and leave a bad taste in the mouth. My disciples just destroyed another cheap American knock-off, The Chinese Theater. Mr. President, I know this must be getting frustrating, but this season of terror is drawing to a close. And don't worry, the big one is coming; your graduation."
361,Tony Stark,Hi.
362,Happy's Nurse,Oh.
363,Tony Stark,Uh...mind leaving that on?
364,Happy's Nurse,Sure.
365,Tony Stark,"Sunday night's PBS 'Downtown Abbey'. That's his show, he thinks it's elegant."
366,Hospital News Reporter,We're awaiting the arrival of Tony Stark. We're hoping he'll give us the reaction...his reaction to the latest attack.
367,Pushy Tabloid Reporter,"Hey, Mr. Stark! When is somebody gonna kill this guy? Just sayin'."
368,Tony Stark,"Is that what you want? Here's a little Holiday greeting I've been wanting to send to the Mandarin. I just didn't know how to phrase it until now. My name is Tony Stark and I'm not afraid of you. I know you're a coward, so I've decided"
369,JARVIS,"I've compiled a Mandarin database for you, sir. Drawn from S.H.I.E.L.D., F.B.I., and C.I.A. intercepts. Initiating virtual crime scene reconstruction."
370,Tony Stark,"Okay, what do we got here? His name is an ancient Chinese war mantle, meaning ""adviser to the King"". South American insurgency tactics, talks like a Baptist preacher. There's lots of pageantry going on here...lots of theater."
371,JARVIS,The heat from the blast was in excess of 3000 degrees Celsius. Any subjects within 12.5 yards were vaporized instantly.
372,Tony Stark,No bomb parts found in a three mile radius of the Chinese theater.
373,JARVIS,"No, sir."
374,Tony Stark,"Talk to me, Happy.  Any military victims?"
375,JARVIS,"Not according to public records, sir."
376,Tony Stark,"Bring up the thermogenic signatures again, factor in three thousand degrees."
377,JARVIS,The oracle cloud has completed analysis. Accessing satellites and plotting the last twelve months of thermogenic occurrence now.
378,Tony Stark,Take away everywhere that there's been a Mandarin attack.  That. You sure that's not one of his?
379,JARVIS,It predates any known Mandarin attack. The incident was the use of a bomb to assist a suicide.
380,Tony Stark,Bring her around.
381,JARVIS,The heat signature is remarkably similar. Three thousand degrees Celsius.
382,Tony Stark,"That's two military guys. Ever been to Tennessee, Jarvis?"
383,JARVIS,Creating a flight plan for Tennessee.
384,Tony Stark,"Are we still at ""ding-dong""? We're supposed to be on total security lock down. Come on, I threatened a terrorist. Who is that?"
385,JARVIS,"There's only so much I can do, sir, when you give the world's press your home address."
386,Tony Stark,"Right there's fine.  You're not the Mandarin, are you? Are you?"
387,Maya Hansen,You don't remember. Why am I not surprised?
388,Tony Stark,"Don't take it personally, I don't remember what I had for breakfast."
389,JARVIS,"Gluten-free waffles, sir."
390,Tony Stark,That's right.
391,Maya Hansen,"Okay, look, I need to be alone with you. Someplace not here, it's urgent."
392,Tony Stark,"Normally, I'd go for that sort of thing, but now I'm in a committed relationship.  It's...with her."
393,Pepper Potts,"Tony, is somebody there?"
394,Tony Stark,"Yeah, it's Maya Hansen.  Please don't tell me that there is a twelve year-old kid waiting in the car that I've never met."
395,Maya Hansen,"He's thirteen. And no, I need your help."
396,Tony Stark,What...what for? Why now?
397,Maya Hansen,"Because I read the papers, and, frankly, I don't think you'll last the week."
398,Tony Stark,I'll be fine.
399,Pepper Potts,"I'm sorry. With Happy in the hospital, I didn't know we were expecting guests."
400,Tony Stark,We weren't.
401,Maya Hansen,"No, I..."
402,Pepper Potts,And old girlfriends!
403,Tony Stark,She's not really.
404,Maya Hansen,"No, not really. It...it was just one night."
405,Tony Stark,Yep.
406,Pepper Potts,"That's how you did it, isn't it? Yep."
407,Tony Stark,It was a great night.
408,Pepper Potts,"Well, you know..."
409,Maya Hansen,Yeah.
410,Pepper Potts,You have saved yourself a world of pain.
411,Maya Hansen,I'm sure.
412,Tony Stark,What?
413,Pepper Potts,Trust me.  We're going out of town.
414,Tony Stark,"Okay, we've been through this. Nope."
415,Pepper Potts,Yep!
416,Tony Stark,The man says no.
417,Pepper Potts,Immediately and indefinitely!
418,Tony Stark,Honey...
419,Maya Hansen,Great idea. Let's go.
420,Tony Stark,I'm sorry. That's a terrible idea. Please don't touch her bags.
421,Pepper Potts,"Tony, this is how normal people behave."
422,Tony Stark,I can't protect you out there. I challenged...
423,Maya Hansen,Is...is that normal?
424,Tony Stark,"Yes, this is normal!"
425,Pepper Potts,"Sadly, that...is very normal."
426,Tony Stark,"It's a big bunny, relax about it!"
427,Pepper Potts,Calm down!
428,Tony Stark,I got this for you.
429,Pepper Potts,I'm aware of that.
430,Tony Stark,You still haven't even told me that you liked it!
431,Pepper Potts,I don't like it!
432,Tony Stark,I asked you three... You don't like it?!
433,Pepper Potts,"Tony, we are leaving the house; that's not even up for discussion."
434,Tony Stark,I said no.
435,Maya Hansen,"Guys, can we um..."
436,Tony Stark,What?
437,Maya Hansen,
438,Pepper Potts,I got you.
439,Tony Stark,"I got you first. Like I said, we can't stay here."
440,Pepper Potts,Oh my God. Tony!
441,JARVIS,"Sir, Miss Potts is clear of the structure."
442,Tony Stark,"Jarvis, where's my flight power?!"
443,JARVIS,"Working on it, sir. This is a prototype."
444,Tony Stark,That's one.
445,JARVIS,"Sir, the suit is not combat-ready."
446,Tony Stark,That's two.
447,Pepper Potts,Tony!
448,JARVIS,"Sir, take a deep breath."
449,JARVIS,Sir. Sir!
450,Tony Stark,"Alright, kill the alarm. I got it."
451,JARVIS,That's the emergency alert triggered by the power dropping below five percent.
452,Tony Stark,"It's snowing, right? Where are we, upstate?"
453,JARVIS,"We're five miles outside of Rose Hills, Tennessee."
454,Tony Stark,"Why?! Jarvis! Not my idea! What are we doing here? This is thousands of miles away, I gotta get Pepper, I gotta..."
455,JARVIS,I prepared a flight plan. This was the location.
456,Tony Stark,Who asked you? Open the suit.
457,JARVIS,"I...I think I may be malfunctioning, sir."
458,Tony Stark,Open eject.  Maybe I'll just cozy back up for a bit.
459,JARVIS,"I actually think I need to sleep now, sir."
460,Tony Stark,"Jarvis. Jarvis? Don't leave me, buddy."
461,Computer Voice,Stark Secure Server: Now transferring to all known receivers.
462,Tony Stark,"Pepper, it's me. I've got a lot of apologies to make and not a lot of time. So first off, I'm so sorry I put you in harm's way. That was selfish and stupid and it won't happen again. Also, it's Christmas time, the rabbit's too big. Done. Sorry. And I'm sorry in advance because...I can't come home yet. I need to find this guy. You gotta stay safe. That's all I know. I just stole a poncho from a wooden Indian."
463,Harley Keener,Freeze! Don't move.
464,Tony Stark,"You got me. Nice potato gun. Barrel's a little long. Between that and the wide gauge, it's gonna diminish your FPS.  And now you're out of ammo."
465,Harley Keener,What's that thing on your chest?
466,Tony Stark,"It's a electromagnet. You should know, you've got a box of them right here."
467,Harley Keener,What does it power?  Oh my god! That... that's... Is that Iron Man?
468,Tony Stark,"Technically, I am."
469,Harley Keener,"Technically, you're dead."
470,Tony Stark,A valid point.
471,Harley Keener,What happened to him?
472,Tony Stark,"Life. I built him, I take care of him, I'll fix him."
473,Harley Keener,Like a mechanic?
474,Tony Stark,Yeah.
475,Harley Keener,Oh. If I was building Iron Man and War Machine.
476,Tony Stark,It's Iron Patriot now.
477,Harley Keener,That's way cooler!
478,Tony Stark,"No, it's not."
479,Harley Keener,"Anyways, I would have added in um... the retro..."
480,Tony Stark,Retroreflective panels?
481,Harley Keener,To make him stealth mode.
482,Tony Stark,You want a stealth mode?
483,Harley Keener,"Cool, right?"
484,Tony Stark,That's actually a good idea. Maybe I'll build one.
485,Harley Keener,Oops!
486,Tony Stark,"Not a good idea! What are you doing? You're gonna break his finger? He's in pain, he's been injured. Leave him alone."
487,Harley Keener,S...Sorry.
488,Tony Stark,"Are you? Don't worry about it, I'll fix it. So, uh, who's home?"
489,Harley Keener,"Well, my mom already left for the diner and dad went to 7-Eleven to get scratchers. I... I guess he won, 'cause that was six years ago."
490,Tony Stark,"Mm. Which happens, dads leave. No need to be a pussy about it. Here's what I need: a laptop, a digital watch, a cell phone, the pneumatic actuator from your bazooka over there, a map of town, a big spring, and a tuna fish sandwich."
491,Harley Keener,What's in it for me?
492,Tony Stark,Salvation. What's his name?
493,Harley Keener,Who?
494,Tony Stark,"The kid that bullies you at school, what's his name?"
495,Harley Keener,How'd you know that?
496,Tony Stark,I got just the thing.  Deal? Deal? What'd you say?
497,Harley Keener,Deal.
498,Tony Stark,Deal?  What's you're name?
499,Harley Keener,Harley. And you're...
500,Tony Stark,The mechanic. Tony
501,Computer Voice,Stark Secure Server. Retinal scan: Verified.
502,Tony Stark,"Pepper, it's me.  I've got a lot of apologies to make and not a lot of time. So first off, I'm so sorry I put you in harm's way. That was selfish and stupid and it won't happen again."
503,Pepper Potts,Why were you at the house tonight? What was so important that you had to speak to Tony?
504,Maya Hansen,"I think that my boss is working for the Mandarin. So if you still want to talk about it, I suggest that we get ourselves someplace safe."
505,Pepper Potts,"Your boss works for the Mandarin, you think? But Tony says you're a botanist, so..."
506,Maya Hansen,"That figures. What I actually am is a biological DNA coder running a team of forty out of a privately-funded think tank, but sure you can call me a botanist."
507,Pepper Potts,"This boss of yours, does he have a name?"
508,Maya Hansen,"Yeah, Aldrich Killian."
509,Savin,"Well, we took the house down, sir..."
510,Aldrich Killian,Mmhmm.
511,Savin,But there's no sign of a body.
512,Aldrich Killian,I see.
513,Savin,No Stark.
514,Aldrich Killian,"I have to go.  Alright everybody. No talking and no eye contact, unless you wanna get shot in the face."
515,Mandarin Look-Out,The Master is travelling.
516,The Mandarin,Well then. What are we waiting for?
517,Tony Stark,"The sandwich was fair, the spring was a little rusty, the rest of the materials, I'll make do. By the way, when you said your sister had a watch, I was kinda hoping for something a little more than that."
518,Harley Keener,"She's six! Anyway, it's limited edition. When can we talk about New York?"
519,Tony Stark,"Maybe never, relax about it."
520,Harley Keener,"What about The Avengers, can you talk about them?"
521,Tony Stark,"I don't know, later. Hey kid, give me a little space.  What's the official story here? What happened?"
522,Harley Keener,"I guess this guy named Chad Davis, used to live roundabouts, won a bunch of medals in the army. One day, folks said he went crazy and made, you know, a bomb. Then he blew himself up right here."
523,Tony Stark,"Six people died, right?"
524,Harley Keener,Yeah.
525,Tony Stark,Including Chad Davis?
526,Harley Keener,Yeah.
527,Tony Stark,"Yeah. That doesn't make sense.  Think about it. Six dead, only five shadows."
528,Harley Keener,"Yeah, people said these shadows are like the mark of souls gone to Heaven. Except the bomb guy, he went to Hell on account of he didn't get a shadow. That's why there's only five."
529,Tony Stark,Do you buy that?
530,Harley Keener,That's what everyone says. You know what this crater reminds me of?
531,Tony Stark,No idea. I'm not...I don't care.
532,Harley Keener,"That giant wormhole, in um...in New York. Does it remind you?"
533,Tony Stark,That's manipulative. I don't want to talk about it.
534,Harley Keener,Are they coming back? The aliens?
535,Tony Stark,"Maybe. Can you stop? Remember when I told you, that I have an anxiety issue?"
536,Harley Keener,Does this subject make you...make you edgy?
537,Tony Stark,"Yeah, a little bit. Can I just catch my breath for a second?"
538,Harley Keener,Are there bad guys in Rose Hills? Do you...do you need a plastic bag to breathe into? Do you have medication?
539,Tony Stark,Nope.
540,Harley Keener,Do you need to be on it?
541,Tony Stark,Probably.
542,Harley Keener,Do you have PTSD?
543,Tony Stark,I don't think so.
544,Harley Keener,"Are you...are you going completely mental? I can stop, do you want me to stop? Do you want me to stop?"
545,Tony Stark,"Remember when I said to stop doing that? I swear to God, you're going to freak me out!  Ah man, you did it, didn't you? You happy now?"
546,Harley Keener,What did I say?
547,Tony Stark,"Your fault, you spazzed me out. Okay, back to business. Where were we? The guy who died...relatives? Mom? Mrs. Davis, where is she?"
548,Harley Keener,Where she always is.
549,Tony Stark,"See, now you're being helpful."
550,Brandt,Thank you.
551,Tony Stark,"Nice haircut, suits you."
552,Brandt,Nice watch.
553,Tony Stark,"Yeah, limited edition."
554,Brandt,"Oh, I don't doubt it."
555,Tony Stark,"Mrs. Davis, mind if I join you?"
556,Mrs. Davis,Free country.
557,Tony Stark,It sure is.
558,Mrs. Davis,Alright. Where'd you like to start?
559,Tony Stark,I just want to say I'm sorry about your loss. I want to know what you think happened.
560,Mrs. Davis,"Look, I brought your damn file. You take it and go."
561,Tony Stark,"Clearly, you're waiting for someone else. Yeah? Supposed to meet somebody here?"
562,Mrs. Davis,Yeah.
563,Tony Stark,"Mrs. Davis, your son didn't kill himself, I guarantee you. He didn't kill anyone. Someone used him."
564,Mrs. Davis,What?
565,Tony Stark,As a weapon.
566,Mrs. Davis,"You're not the person who called me after all, are you?"
567,Brandt,"Actually, I am."
568,Rose Hills Sheriff,"Hey, hey, hey! What's all this about? What the hell's going on here?"
569,Brandt,"It's called an arrest.  Sheriff, is it?"
570,Rose Hills Sheriff,"Yes ma'am, it is. And you are?"
571,Brandt,Homeland Security.  We good here?
572,Rose Hills Sheriff,"No, we're not good. I need a little more information than that."
573,Brandt,"Well, I think it's a little above your pay grade, Sheriff."
574,Rose Hills Sheriff,"Yeah, well, why don't you get on the horn to Nashville and uh...upgrade me?"
575,Brandt,"Alright, you know what? I was hoping to do this the smart way, but uh...the fun way's always good."
576,Rose Hills Sheriff,"Deputy, get this woman and..."
577,Tony Stark,"Hey hot wings, you wanna party? You and me, let's go.  Crazy, huh?"
578,Rose Hill Christmas Tree Shopper,Yeah.
579,Tony Stark,Watch this.
580,Brandt,That's all you got? Cheap trick and a cheesy one-liner?
581,Tony Stark,"Sweetheart, that could be the name of my autobiography."
582,Harley Keener,Let me go!
583,Savin,"Help me! Help me!  Hey kid, what would you like for Christmas?"
584,Harley Keener,"Mr. Stark, I am so sorry!"
585,Savin,"Oh. No, no. I think he was trying to say, ""I want my god damn file."""
586,Tony Stark,"It's not your fault, kid. Remember what I told you about bullies."
587,Harley Keener,You're welcome
588,Tony Stark,For what? Did I miss something?
589,Harley Keener,Me saving your life
590,Tony Stark,"Yeah. A, saved you first. B, thanks, sort of. And C, if you do someone a solid, don't be a yutz, alright? Just play it cool otherwise you come off grandiose."
591,Harley Keener,"Unlike you? Admit it, you need me. We're connected."
592,Tony Stark,"What I need is for you to go home, be with your mom, keep your trap shut, guard the suit and stay connected to the telephone because if I call, you better pick up. Okay, can you feel that? We're done here. Move it out the way or I'm going to run you over. Bye kid.  I'm sorry, kid, you did good."
593,Harley Keener,"So now you're just going to leave me here, like my dad?"
594,Tony Stark,"Yep  Wait, you're guilt tripping me, aren't you?"
595,Harley Keener,I'm cold.
596,Tony Stark,
597,Harley Keener,It was worth a shot.
598,Government Employee,"Mr Vice President, I think you should see this."
599,Vice President,"Oh god, not again. Is the President getting this?"
600,The Mandarin,"Mr President. Only two lessons remain and I intend to finish this before Christmas morning. Meet Thomas Richards.  But I'm sure he's a really good guy. I'm going to shoot him in the head, live on your television in 30 seconds."
601,Thomas Richards,No!
602,The Mandarin,"The number for this telephone is in your cell phone. Exciting, isn't it, imagining how it got there? America, if your president calls me in the next half-minute, Tom lives. Go!"
603,Government Official #1,How did he hack my phone?
604,Government Official #2,We can't allow terrorists to dictate...
605,President Ellis,I have to make this call.
606,Government Official #2,I'd strongly advise against that.
607,President Ellis,This is the right thing to do.
608,The Mandarin,"There's just one lesson left, President Ellis. So run away, hide, kiss your children goodbye. Because nothing, not your army, not your red, white and blue attack dog, can save you. I'll see you soon."
609,President Ellis,"Tell Rhodes, find this lunatic right now."
610,Military Aide,"Sir, we tracked the broadcast signal. We have a possible point of origin in Pakistan and the Patriot is ready to strike."
611,President Ellis,Right now.
612,Military Aide,"Yes, sir."
613,Tony Stark,"Man. Happy, Happy, Happy-"
614,Rhodey,Don't move!  Uh... Hang on a second. Hello?
615,Tony Stark,"You ever have a chick straddling you and you look up and suddenly she's glowing from the inside out, kind of a bright orange?"
616,Rhodey,"Yeah, I've had that. Who is this?"
617,Tony Stark,"It's me, pal. Now, last time I went missing, if I remember correctly, you came looking for me. What are you doing?"
618,Rhodey,"A little knock-and-talk, making friends in Pakistan. What are you doing?"
619,Tony Stark,"Your redesign, your big rebrand, that was AIM, right?"
620,Rhodey,Yeah.
621,Tony Stark,"I'm gonna find a heavy-duty comm sat right now, I need your login."
622,Rhodey,"It's the same as it's always been, ""WarMachine68."""
623,Tony Stark,"And password, please."
624,Rhodey,"Well, look, I gotta change it every time you hack in, Tony."
625,Tony Stark,"It's not the '80s, nobody says ""hack"" any more. Give me your login."
626,Rhodey,"""WAR MACHINE ROX"" with an ""X,"" all caps."
627,Tony Stark,"That is so much better than ""lron Patriot."""
628,EMCEE,Very nice. Very nice. I have one question for you. What would you like for Christmas this year?
629,Elk Ridge,"Well, David..."
630,Crew,Do not erase a programme from my DVR unless you are 100% sure...
631,EMCEE,"One more time! Ms Elk Ridge, everybody! All right."
632,Cameraman,Because you erase my shows!
633,Tony Stark,That ain't gonna cut it.
634,Cameraman,"We talked about this. Excuse me, sir. I don't know who..."
635,Tony Stark,Shh.
636,Cameraman,"Mom, I need to call you back. Something magical is happening. Tony Stark is in my van."
637,Tony Stark,Shh. Keep it down.
638,Cameraman,Tony Stark is in my van!
639,Tony Stark,"No, he's not."
640,Cameraman,I knew you were still alive!
641,Tony Stark,Come on in. Close the door.  Shh...
642,Cameraman,"Oh, wow. Can I just say, sir..."
643,Tony Stark,Yep.
644,Cameraman,I am your biggest fan.
645,Tony Stark,"Okay. First, is this your van? Is anyone else gonna come in?"
646,Cameraman,"No, no, no. Just us."
647,Tony Stark,Great. What's your name?
648,Cameraman,Gary
649,Tony Stark,Gary?
650,Gary,"Oh, wow."
651,Tony Stark,Right there is fine.
652,Gary,Okay.
653,Tony Stark,"Okay? I get a lot of this, it's okay."
654,Gary,"Oh, good. Can I just say?"
655,Tony Stark,What do you want?
656,Gary,"Yeah. I don't know if you can tell, but I have, like, patterned my whole look after you. My hair's a little..."
657,Tony Stark,It's fine.
658,Gary,"It's not right, 'cause there's no product in it."
659,Tony Stark,Right.
660,Gary,"I don't want to make things awkward for you, but I do have to show you... Boom!"
661,Tony Stark,A Hispanic Scott Baio. I'm sorry. Is that me?
662,Gary,"Yeah. It's... I mean... I had them do it off a doll that I made, so it's not like it's off a picture. So it's a little bit..."
663,Tony Stark,"Gary. Listen to me, okay? I don't want to clip your wings, here. We're both a little over-excited. I got an issue. I'm chasing bad guys. I'm trying to grab a little something from some hard-crypt data files. I don't have enough juice. I need you to jump on the roof... Right? Recalibrate the lSDNs. Pump it up by about 40%."
664,Gary,Got it.
665,Tony Stark,All right? It's a mission.
666,Gary,Yeah.
667,Tony Stark,Tony needs Gary.
668,Gary,And Gary needs Tony.
669,Tony Stark,Be quiet about it. Go.
670,Gary,Yeah.
671,Aldrich Killian,What would you regard as the defining moment of your life?
672,Chad Davis,"Well, uh, I think that would be the day I decided not to let my injury beat me."
673,Aldrich Killian,Will you please state your name for the camera?
674,Brandt,Ellen Brandt.
675,Aldrich Killian,"Okay. So, the injections are administered periodically. Addiction will not be tolerated. And those who cannot regulate will be out from the programme."
676,Tony Stark,"A bomb is not a bomb when it's a misfire. The stuff doesn't always work. Right, pal? It's faulty, but you found a buyer, didn't you? Sold it to the Mandarin. Got you, pal."
677,Maya Hansen,"What happened? Fun fact. Before he built rockets for the Nazis, the idealistic Wernher von Braun dreamed of space travel. He stargazed. Do you know what he said when the first V-2 hit London? ""The rocket performed perfectly. It just landed on the wrong planet."" See, we all begin wide-eyed. Pure science. And then the ego steps in, the obsession. And you look up, you're a long way from shore."
678,Pepper Potts,"You can't be too hard on yourself, Maya. I mean, you gave your research to a think tank."
679,Maya Hansen,"Yeah, but Killian built that think tank on military contracts."
680,Pepper Potts,"That's exactly what we used to do. So, don't judge yourself."
681,Maya Hansen,"Thank you, Pepper. I really appreciate that."
682,Pepper Potts,"Maya, run! [Killian grabs Pepper by the arm, spins her around and slams her against the wall, holding her by the neck."
683,Aldrich Killian,"Hi, Pepper.  So, you want to tell me why you were at Stark's mansion last night?"
684,Maya Hansen,I'm trying to fix this thing. I didn't know you and the master were gonna blow the place up.
685,Aldrich Killian,"Oh, I see. So, you were trying to save Stark when he threatened us?"
686,Maya Hansen,"I've told you, Killian, we can use him."
687,Aldrich Killian,Pepper. Pepper. Pepper.
688,Maya Hansen,"Look, if we want to launch product next year, I need Stark. He just lacked a decent incentive. Now, he has one."
689,Man,This is support team Blue-Zero. Sending coordinates for a suspected Mandarin broadcast point of origin.
690,Rhodey,Copy.
691,Woman,Savin? I've acquired the Patriot armour.
692,Rhodey,"If you want this suit, you're going to have to pry my cold dead body out of it."
693,Woman,"That's the plan, Colonel."
694,Tony Stark,"Harley, tell me what's happening. Give me a full report."
695,Harley Keener,"Yeah, I'm still eating that candy. Do you want me to keep eating it?"
696,Tony Stark,How much have you had?
697,Harley Keener,Two or three bowls.
698,Tony Stark,Can you still see straight?
699,Harley Keener,Sort of.
700,Tony Stark,"That means you're fine. Give me Jarvis. Jarvis, how are we?"
701,JARVIS,"It's totally fine, sir. I seem to do quite well for a stretch, and then at the end of the sentence I say the wrong cranberry. And, sir, you were right. Once I factored in available AIM downlink facilities I was able to pinpoint the Mandarin's broadcast signal."
702,Tony Stark,"What are we talking? Far East, Europe, North Africa, Iran, Pakistan, Syria? Where is it?"
703,JARVIS,"Actually, sir, it's in Miami."
704,Tony Stark,"Okay, kid, I'm gonna have to walk you through rebooting Jarvis's speech drive, but not right now. Harley, where is he really? Just look on the screen and tell me where it is."
705,Harley Keener,"Um, it does say Miami, Florida."
706,Tony Stark,"Okay, first things first, I need the armour. Where are we at with it?"
707,Harley Keener,"Uh, it's not charging."
708,JARVIS,"Actually, sir, it is charging, but the power source is questionable. It may not succeed in revitalising the Mark 42."
709,Tony Stark,"What's questionable about electricity? All right? It's my suit, and I can't... I'm not gonna... I don't wanna...  Oh, God, not again."
710,Harley Keener,Tony?  Are you having another attack? I didn't even mention New York.
711,Tony Stark,"Right, and then you just said it by name while denying having said it."
712,Harley Keener,"Okay, um, uh..."
713,Tony Stark,"God, what am I gonna do?"
714,Harley Keener,"Just breathe. Really, just breathe. You're a mechanic, right?"
715,Tony Stark,Right.
716,Harley Keener,You said so.
717,Tony Stark,"Yes, I did."
718,Harley Keener,Why don't you just build something?
719,Tony Stark,"Okay. Thanks, kid."
720,Woman,Why is it so hot in here? I told you to put it at 68.
721,Man,
722,The Mandarin,"Well, I wouldn't go in there for 20 minutes.  Now, which one of you is Vanessa?"
723,Vanessa,That's me.
724,The Mandarin,Ah! Nessie. Did you know that fortune cookies aren't even Chinese?
725,Vanessa,There's some guy over here.
726,The Mandarin,"They're made by Americans, based on a Japanese recipe."
727,Tony Stark,Hey!
728,The Mandarin,Bloody hell. Bloody hell.
729,Tony Stark,Don't move.
730,The Mandarin,I'm not moving. You want something? Take it. Although the guns are all fake because those wankers wouldn't trust me with the real ones.
731,Tony Stark,What?
732,The Mandarin,"Hey, do you fancy either of the birds?"
733,Tony Stark,"Heard enough. You're not him. The Mandarin, the real guy. Where? Where's the Mandarin? Where is he?"
734,The Mandarin,"Whoa, whoa, whoa. He's here. He's here, but he's not here. He's here, but he's not here."
735,Tony Stark,What do you mean?
736,The Mandarin,"It's complicated. Hey, it's complicated."
737,Tony Stark,It is?
738,The Mandarin,It's complicated.
739,Tony Stark,"Uncomplicate it. Ladies, out. Get out of the bed. Get into the bathroom. Sit."
740,The Mandarin,My name is Trevor. Trevor Slattery.
741,Tony Stark,"What are you? What are you, a decoy? You're a double, right?"
742,Trevor Slattery,"What, you mean like an understudy? No, absolutely not.  Don't hurt the face! I'm an actor."
743,Tony Stark,You got a minute to live. Fill it with words.
744,Trevor Slattery,"It's just a role. ""The Mandarin,"" see, it's not real."
745,Tony Stark,"Then how did you get here, Trevor?"
746,Trevor Slattery,"Um. Well, I, um, had a little problem with, um, substances. And I ended up, um, doing things, no two ways about it, in the street, that a man shouldn't do."
747,Tony Stark,Next?
748,Trevor Slattery,"Then, they approached me about the role, and they knew about the drugs."
749,Tony Stark,What did they say? They'd get you off them?
750,Trevor Slattery,They said they'd give me more. They gave me things. They gave me this palace. They gave me plastic surgery. They gave me things.
751,Tony Stark,Did you just nod off? Hey.
752,Trevor Slattery,"No, and a lovely speedboat. And the thing was, he needed someone to take credit for some accidental explosions."
753,Tony Stark,"""He""? Killian?"
754,Trevor Slattery,Killian.
755,Tony Stark,He created you?
756,Trevor Slattery,He created me.
757,Tony Stark,Custom-made terror threat.
758,Trevor Slattery,"Yes. Yes. His think tank thinked it up. The pathology of a serial killer. The manipulation of Western iconography. Ready for another lesson? Blah, blah, blah. No. Of course, it was my performance that brought the Mandarin to life."
759,Tony Stark,Your performance? Where people died?
760,Trevor Slattery,"No, they didn't. Look around you. The costumes, green screen. Honestly, I wasn't on location for half this stuff. And when I was, it was movie magic, love."
761,Tony Stark,"I'm sorry, but I got a best friend who's in a coma and he might not wake up. So you're gonna have to answer for that. You're still going down, pal. You under..."
762,Savin,"Okay, Trevor, what did you tell him?"
763,Trevor Slattery,I didn't tell him anything.
764,Savin,Nothing?
765,Trevor Slattery,No.
766,Savin,You should have pressed the panic button.
767,Trevor Slattery,"Well, I panicked, but then I handled it."
768,Tony Stark,Ah...  Okay.
769,Maya Hansen,"It's just like old times, huh?"
770,Tony Stark,"Oh, yeah. With zip ties. It's a ball."
771,Maya Hansen,It wasn't my idea.
772,Tony Stark,Okay. So you took Killian's card.
773,Maya Hansen,I took his money.
774,Tony Stark,"And here you are 13 years later, in a dungeon."
775,Maya Hansen,No.
776,Tony Stark,Yeah.
777,Maya Hansen,"No, you're in a dungeon. I'm free to go."
778,Tony Stark,Yeah?
779,Maya Hansen,"A lot has happened, Tony. But I'm close. Extremis is practically stabilised."
780,Tony Stark,"I'm on the street. People are going bang. They're painting the walls. Maya, you're kidding yourself."
781,Maya Hansen,Then help me fix it.
782,Tony Stark,Did I do that?
783,Maya Hansen,Yes.
784,Tony Stark,"I remember the night, not the morning. Is this what you've been chasing around?"
785,Maya Hansen,You don't remember?
786,Tony Stark,I can't help you. You used to have a moral psychology. You used to have ideals. You wanted to help people. Now look at you. I get to wake up every morning with someone who still has their soul. Get me out of here. Come on.
